"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E01000962",1592,37,34,17,19,15,6,13,8,11,10,10,4,6,7,8,11,1,4,11,2,7,7,22,22,38,35,48,57,85,64,69,52,65,71,41,48,41,49,31,25,34,25,31,16,24,22,22,20,13,8,13,12,12,17,13,17,8,7,8,14,8,5,9,16,15,8,2,1,6,5,5,8,7,1,3,3,1,3,5,1,6,2,1,3,5,2,2,4,1,2,2,1,0,0,0,0,0,1,0,0,1
"E01000963",1923,28,30,29,22,19,13,17,19,24,11,21,14,11,11,17,11,15,14,17,16,12,19,28,27,31,42,47,28,47,60,50,53,43,43,44,33,37,33,31,30,42,23,20,26,19,28,21,20,17,14,20,24,27,18,24,17,15,12,27,8,11,20,17,15,12,13,19,6,21,6,7,13,12,10,12,7,11,8,13,7,14,19,5,12,12,8,13,15,21,0,6,9,3,5,2,8,3,1,3,4,1
"E01000964",1577,17,17,30,20,17,20,15,17,11,16,17,16,14,11,8,22,8,17,14,3,13,10,16,18,18,33,32,32,43,49,49,49,45,38,30,34,22,31,44,29,29,23,21,25,24,28,22,13,33,17,18,20,18,15,13,15,13,15,16,16,17,11,18,12,12,9,12,13,12,6,5,4,8,2,8,9,9,5,3,5,3,2,4,7,3,6,5,4,2,7,3,6,1,1,1,1,1,0,0,1,0
"E01000965",1522,19,25,20,18,15,16,14,10,5,9,13,12,4,13,5,9,14,11,6,11,5,16,19,25,32,29,54,64,66,66,60,50,55,38,40,47,25,26,26,21,16,28,21,24,21,13,13,16,17,8,23,11,17,13,14,12,13,7,18,11,9,13,4,12,15,8,6,2,7,5,7,11,9,9,4,6,7,4,3,6,9,1,3,5,4,4,3,3,3,3,0,0,4,0,1,1,1,1,0,0,0
"E01000966",1512,30,22,20,23,11,13,12,6,9,7,11,16,4,12,10,10,6,9,5,4,4,10,12,26,27,31,40,51,48,52,46,54,50,32,58,33,33,49,37,25,33,29,25,21,10,16,19,17,19,11,16,16,17,19,14,12,13,12,12,6,21,13,13,14,15,13,13,8,7,8,6,9,6,6,6,8,9,3,4,2,10,1,3,4,3,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0
"E01000967",1409,14,17,25,20,15,15,18,12,20,13,11,22,9,14,14,21,10,17,10,8,3,9,12,18,22,11,20,20,23,28,25,33,28,13,28,18,27,22,20,18,19,25,33,17,16,23,27,16,16,24,26,22,22,22,15,14,21,16,17,12,9,15,17,10,18,15,17,16,13,15,5,6,13,7,9,9,4,7,11,15,5,9,7,8,4,10,3,4,1,1,7,3,1,3,0,3,0,0,2,1,0
"E01000968",1505,24,23,10,21,9,5,9,5,11,3,6,9,6,5,14,9,4,2,4,5,4,5,16,31,32,53,67,71,64,52,73,57,58,65,37,30,31,35,29,24,27,26,13,13,10,20,12,16,10,14,16,6,8,13,12,9,11,10,11,15,13,9,19,19,11,13,12,11,5,7,7,11,4,4,9,5,4,3,2,4,6,3,8,2,3,3,1,1,1,2,6,2,2,1,0,0,2,0,0,0,0
"E01000969",2032,44,25,19,19,13,12,9,11,15,6,19,10,14,8,11,6,14,11,5,7,14,16,28,26,43,51,76,69,86,90,112,98,74,80,52,52,89,38,36,39,16,23,26,23,21,30,25,14,12,20,18,22,16,11,10,9,10,15,11,14,9,15,21,17,17,10,16,7,4,13,13,9,5,4,8,1,6,5,4,4,12,5,7,2,1,2,2,2,6,3,5,2,1,1,0,0,0,0,0,0,0
"E01000970",1444,12,11,6,6,5,6,6,4,8,3,3,3,4,1,1,3,0,6,4,4,9,13,22,21,33,41,73,81,77,78,70,65,62,76,58,52,40,29,34,30,21,20,25,15,25,9,11,9,8,13,16,6,3,11,3,16,8,2,9,8,7,13,11,9,5,6,9,12,9,9,6,5,5,2,7,3,4,0,2,5,1,1,2,0,1,1,1,0,3,1,5,1,0,0,0,0,0,0,0,0,0
"E01000971",1478,25,24,27,28,22,17,14,14,11,13,8,7,8,11,5,7,8,9,5,6,12,18,10,15,25,33,34,38,42,46,47,49,42,29,39,40,33,41,38,34,27,19,33,16,30,16,13,21,11,16,10,10,18,17,13,15,12,12,13,11,17,8,7,13,20,13,12,9,6,9,10,8,11,5,3,4,4,4,9,3,2,4,8,3,1,4,3,3,3,1,1,1,0,0,0,0,2,0,0,0,0
"E01000972",2009,26,26,23,18,17,20,21,21,23,20,26,12,20,15,22,23,23,20,32,24,27,13,28,43,47,39,65,49,56,62,66,58,59,38,30,44,41,26,35,36,24,26,39,17,31,35,20,30,20,14,21,18,29,20,19,17,17,19,18,12,9,16,18,18,21,6,23,16,19,15,13,5,8,11,6,7,9,5,5,4,5,5,5,3,3,3,4,1,0,1,1,1,1,0,0,0,0,0,2,0,0
"E01000973",1885,24,18,14,24,10,9,14,19,10,14,8,13,9,19,12,14,16,12,17,19,13,27,33,31,46,76,85,81,80,86,85,80,62,48,42,52,35,30,29,38,24,25,24,24,22,25,18,21,13,8,18,20,6,11,15,17,21,6,9,14,18,15,7,17,7,17,9,10,10,3,9,7,7,8,5,3,5,6,4,2,5,0,3,1,2,1,2,1,0,1,0,0,2,2,0,0,0,0,1,0,0
"E01000974",1707,23,25,10,14,16,14,11,14,11,11,13,5,7,19,14,9,17,31,31,13,26,22,23,34,48,51,57,53,71,56,51,41,52,40,34,36,41,32,25,31,30,30,25,22,19,14,23,20,17,19,21,19,12,11,22,28,14,11,4,6,10,8,16,7,15,10,9,16,9,6,5,5,8,3,4,6,11,11,9,6,1,6,7,3,1,1,5,1,2,3,1,0,1,0,1,0,0,1,0,0,0
