Beds,Bathrooms,LivingArea,PlotArea,AskPrice,Description,BuiltYear,Tenure,Property,FloorLevel,Latitude,Longitude,PropertyType,Floor,LeaseYearsLeft,Freehold,DistanceMRT,DistanceCBD,PlanningArea,Region,PriceSqft,Overlooking,Facing
3,2,947,,2281380,3 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,Ground (10 total),1.3300914,103.79677,Condo,Ground,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2409.0603,Not mentioned,.
1,1,635,,1171000,1 Bed Condo for Sale in Mayfair Gardens,2024,99,Condo,,1.3384202,103.78178,Condo,,101,0,.34788027,10.24668903374361,BUKIT TIMAH,CENTRAL REGION,1844.0945,Greenery view,.
3,3,1055,,2608800,3 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2472.7961,Sea view,North South
3,3,1109,,2497580,3 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,Ground (10 total),1.3300914,103.79677,Condo,Ground,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2252.1011,Not mentioned,.
2,2,667,,1560888,2 Bed Condo for Sale in Mooi Residences,2024,999,Condo,,1.3125581,103.79834,Condo,,1001,1,.28579468,7.080101461685867,BUKIT TIMAH,CENTRAL REGION,2340.1619,Not mentioned,.
3,2,1216,,2200000,3 Bed Condo for Sale in D&#x27;leedon,2015,99,Condo,,1.315537,103.80276,Condo,,92,0,.56148934,6.850926297353324,BUKIT TIMAH,CENTRAL REGION,1809.2106,Not mentioned,.
2,1,614,,1600000,2 Bed Condo for Sale in Leedon Green,2023,999,Condo,Mid (12 total),1.3125193,103.80321,Condo,Mid,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2605.8633,Pool view,.
3,2,980,,2638000,3 Bed Condo for Sale in Royalgreen,2022,999,Condo,Low (5 total),1.3313295,103.79389,Condo,Ground,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2691.8367,Not mentioned,.
1,1,560,,998000,1 Bed Condo for Sale in Terrene At Bukit Timah,2014,999,Condo,,1.3412614,103.77078,Condo,,991,1,.52083957,11.40284528994239,BUKIT TIMAH,CENTRAL REGION,1782.1428,Not mentioned,.
3,1,699,,568000,HDB Flat for Sale in 8 Empress Road,1976,99,HDB 3 Rooms ,,1.3164119,103.80537,HDB,,53,0,.25717571,6.675300489145505,BUKIT TIMAH,CENTRAL REGION,812.58942,Not mentioned,.
1,1,506,,1227640,1 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,,1.3300914,103.79677,Condo,,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2426.166,Not mentioned,.
2,2,1076,,1980000,2 Bed Condo for Sale in D&#x27;leedon,2015,99,Condo,,1.315537,103.80276,Condo,,92,0,.56148934,6.850926297353324,BUKIT TIMAH,CENTRAL REGION,1840.1487,Not mentioned,.
3,3,1894,,3500000,3 Bed Condo for Sale in The Trizon,2012,999,Condo,,1.3167572,103.77808,Condo,,989,1,.56155932,9.281284578300738,BUKIT TIMAH,CENTRAL REGION,1847.9409,Pool view,North
3,2,947,,1752000,3 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,,1.3404731,103.76839,Condo,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,1850.0529,Greenery view,.
3,2,936,,2260000,3 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,Mid (12 total),1.3104295,103.8023,Condo,Mid,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2414.53,Pool view,.
3,2,947,,1808000,3 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,,1.3404731,103.76839,Condo,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,1909.1869,Pool view,.
1,1,538,,1300000,1 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2416.3569,Not mentioned,.
2,2,1163,,1850000,2 Bed Condo for Sale in D&#x27;leedon,2015,99,Condo,High (36 total),1.315537,103.80276,Condo,High,92,0,.56148934,6.850926297353324,BUKIT TIMAH,CENTRAL REGION,1590.7136,City view,South
2,1,614,,1720000,2 Bed Condo for Sale in Leedon Green,2023,999,Condo,Low (12 total),1.3125193,103.80321,Condo,Ground,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2801.303,Not mentioned,.
3,2,1313,,820000,HDB Flat for Sale in 17 Toh Yi Drive,1988,99,HDB 3 Rooms ,,1.339769,103.77255,HDB,,65,0,.35823274,11.1462606647698,BUKIT TIMAH,CENTRAL REGION,624.52399,Not mentioned,.
4,3,1496,,4168000,4 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2786.0962,Not mentioned,.
4,3,1496,,3928000,4 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2625.6685,Not mentioned,.
3,2,1259,,1650000,3 Bed Condo for Sale in Kilat Centre,1989,999,Condo,High,1.3413339,103.77235,Condo,High,966,1,.3466602,11.26890432595459,BUKIT TIMAH,CENTRAL REGION,1310.564,Not mentioned,.
2,2,743,,1343000,2 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Apartment,,1.3404731,103.76839,,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,1807.537,Not mentioned,.
2,1,604,,1481900,2 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2453.4768,Greenery view,.
3,2,1119,,688000,HDB Flat for Sale in 12 Toh Yi Drive,1989,99,HDB 3 Rooms ,,1.3384027,103.77268,HDB,,66,0,.38491088,11.0448284971462,BUKIT TIMAH,CENTRAL REGION,614.83466,Not mentioned,.
2,2,1033,,1900000,2 Bed Condo for Sale in D&#x27;leedon,2015,99,Condo,,1.315537,103.80276,Condo,,92,0,.56148934,6.850926297353324,BUKIT TIMAH,CENTRAL REGION,1839.303,Not mentioned,South East
2,2,807,,1647000,2 Bed Condo for Sale in Mayfair Modern,2024,99,Condo,High (8 total),1.3374646,103.78162,Condo,High,101,0,.26425931,10.19292972993734,BUKIT TIMAH,CENTRAL REGION,2040.8922,City view,North
2,1,600,,1300000,2 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2166.6667,Not mentioned,.
5,2,1270,,2116000,5 Bed Condo for Sale in View at Kismis,2023,99,Apartment,High (7 total),1.3382226,103.76987,,High,100,0,.6837396,11.28701973773965,BUKIT TIMAH,CENTRAL REGION,1666.1417,Not mentioned,.
1,1,538,,1424000,1 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2646.8401,Greenery view,.
2,3,1292,,3920000,2 Bed Condo for Sale in 15 Holland Hill,2022,999,Condo,,1.3094316,103.80082,Condo,,999,1,.55679989,6.666821939902167,BUKIT TIMAH,CENTRAL REGION,3034.0557,Not mentioned,.
3,2,1324,,925000,HDB Flat for Sale in 1 Queen&#x27;s Road,1974,99,HDB 5 Rooms ,,1.3172663,103.80679,HDB,,51,0,.074140571,6.611267442280894,BUKIT TIMAH,CENTRAL REGION,698.6405,Not mentioned,.
1,1,517,,1167000,1 Bed Condo for Sale in Mayfair Modern,2024,99,Condo,,1.3374646,103.78162,Condo,,101,0,.26425931,10.19292972993734,BUKIT TIMAH,CENTRAL REGION,2257.2534,Greenery view,.
1,1,484,,1100000,1 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,High (10 total),1.3300914,103.79677,Condo,High,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2272.7273,City view,South
2,1,603,,1537100,2 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2549.0879,Not mentioned,.
2,1,818,,2400000,2 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2933.9854,Not mentioned,.
3,3,1528,,2580000,3 Bed Condo for Sale in Corona Ville,1983,999,Condo,,1.3225267,103.79504,Condo,,960,1,.92832816,7.999962600628892,BUKIT TIMAH,CENTRAL REGION,1688.4817,Not mentioned,.
2,2,710,,1723020,2 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,,1.3300914,103.79677,Condo,,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2426.7888,Not mentioned,.
3,2,990,,2570888,3 Bed Condo for Sale in Mooi Residences,2024,999,Condo,,1.3125581,103.79834,Condo,,1001,1,.28579468,7.080101461685867,BUKIT TIMAH,CENTRAL REGION,2596.8564,Not mentioned,.
2,2,818,,2228740,2 Bed Condo for Sale in Royalgreen,2022,999,Condo,,1.3313295,103.79389,Condo,,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2724.6211,Not mentioned,.
4,4,1475,,3526000,4 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,,1.3300914,103.79677,Condo,,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2390.5085,Not mentioned,.
2,1,635,,1580000,2 Bed Condo for Sale in Royalgreen,2022,999,Condo,,1.3313295,103.79389,Condo,,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2488.189,Not mentioned,.
1,1,517,,1010000,1 Bed Condo for Sale in Mayfair Gardens,2024,99,Condo,,1.3384202,103.78178,Condo,,101,0,.34788027,10.24668903374361,BUKIT TIMAH,CENTRAL REGION,1953.5784,Pool view,South West
2,2,646,,1637000,2 Bed Condo for Sale in Dunearn 386,2022,999,Apartment,,1.32444,103.81184,,,999,1,.40836224,6.748255833130036,BUKIT TIMAH,CENTRAL REGION,2534.0557,Greenery view,.
2,1,614,,1533400,2 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2497.394,Sea view,North South
2,1,753,,1590000,2 Bed Condo for Sale in Mayfair Gardens,2024,99,Condo,,1.3384202,103.78178,Condo,,101,0,.34788027,10.24668903374361,BUKIT TIMAH,CENTRAL REGION,2111.5537,Greenery view,.
2,2,764,,1618000,2 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,Mid (9 total),1.3404731,103.76839,Condo,Mid,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,2117.801,Pool view,.
2,3,1292,,3939170,2 Bed Condo for Sale in 15 Holland Hill,2022,999,Condo,,1.3094316,103.80082,Condo,,999,1,.55679989,6.666821939902167,BUKIT TIMAH,CENTRAL REGION,3048.8933,Greenery view,.
3,2,958,,2414000,3 Bed Condo for Sale in Leedon Green,2023,999,Condo,High (12 total),1.3125193,103.80321,Condo,High,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2519.833,Greenery view,North
3,2,979,,588000,HDB Flat for Sale in 3 Queen&#x27;s Road,1974,99,HDB ,,1.3183334,103.8081,HDB,,51,0,.093966104,6.575456315967273,BUKIT TIMAH,CENTRAL REGION,600.61285,Not mentioned,.
3,3,1356,,3736000,3 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2755.1624,Not mentioned,.
1,1,474,,800000,1 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,,1.3404731,103.76839,Condo,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,1687.7637,Greenery view,.
2,1,786,,1491000,2 Bed Condo for Sale in Parksuites,2023,110,Condo,Top (4 total),1.3164867,103.78295,Condo,Top,111,0,.7281515,8.785419317160095,BUKIT TIMAH,CENTRAL REGION,1896.9465,Greenery view,South
1,1,484,,1070000,1 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,,1.3300914,103.79677,Condo,,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2210.7439,Not mentioned,.
3,2,1109,,2430000,3 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,High (10 total),1.3300914,103.79677,Condo,High,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2191.1633,Not mentioned,South
3,2,926,,1800000,3 Bed Condo for Sale in The Creek @ Bukit,2017,999,Condo,,1.33945,103.76968,Condo,,994,1,.67925972,11.38297810956292,BUKIT TIMAH,CENTRAL REGION,1943.8445,Not mentioned,.
2,1,538,,1407000,2 Bed Condo for Sale in Leedon Green,2023,999,Condo,High (12 total),1.3125193,103.80321,Condo,High,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2615.2417,Greenery view,North
3,2,807,,1900000,3 Bed Condo for Sale in Royalgreen,2022,999,Condo,,1.3313295,103.79389,Condo,,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2354.3989,Not mentioned,.
2,2,710,,1723000,2 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,,1.3300914,103.79677,Condo,,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2426.7605,Not mentioned,.
5,4,1270,,2193000,5 Bed Condo for Sale in View at Kismis,2023,99,Condo,High (7 total),1.3382226,103.76987,Condo,High,100,0,.6837396,11.28701973773965,BUKIT TIMAH,CENTRAL REGION,1726.7716,Greenery view,.
3,3,1798,,5288650,3 Bed Condo for Sale in 15 Holland Hill,2022,999,Condo,Mid (12 total),1.3094316,103.80082,Condo,Mid,999,1,.55679989,6.666821939902167,BUKIT TIMAH,CENTRAL REGION,2941.4072,Greenery view,.
2,1,785,,480000,HDB Flat for Sale in 4 Queen&#x27;s Road,1974,99,HDB 2 Rooms ,,1.3188323,103.80806,HDB,,51,0,.1483659,6.614878634902679,BUKIT TIMAH,CENTRAL REGION,611.46497,Not mentioned,.
1,1,398,,550000,1 Bed Condo for Sale in The Hillford,2017,60,Apartment,,1.3440434,103.76955,,,55,0,.71130025,11.69853128068409,BUKIT TIMAH,CENTRAL REGION,1381.9095,Not mentioned,.
3,2,1044,,2899000,3 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2776.8198,Not mentioned,.
2,1,667,,1639000,2 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2457.2715,Not mentioned,.
2,2,527,,975000,2 Bed Condo for Sale in Daintree Residence,2022,99,Apartment,,1.3393366,103.77049,,,99,0,.59102994,11.30263115036207,BUKIT TIMAH,CENTRAL REGION,1850.0948,Not mentioned,.
3,2,721,,1800000,3 Bed Condo for Sale in Royalgreen,2022,999,Condo,,1.3313295,103.79389,Condo,,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2496.5327,Not mentioned,.
2,1,689,,1469000,2 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,Low (10 total),1.3300914,103.79677,Condo,Ground,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2132.0754,Greenery view,North South
2,2,646,,1637000,2 Bed Condo for Sale in Dunearn 386,2022,999,Condo,,1.32444,103.81184,Condo,,999,1,.40836224,6.748255833130036,BUKIT TIMAH,CENTRAL REGION,2534.0557,Not mentioned,.
1,1,570,,1450000,1 Bed Condo for Sale in Mayfair Gardens,2024,99,Condo,,1.3384202,103.78178,Condo,,101,0,.34788027,10.24668903374361,BUKIT TIMAH,CENTRAL REGION,2543.8596,Not mentioned,.
3,3,1066,,2922460,3 Bed Condo for Sale in Royalgreen,2022,999,Condo,Mid (5 total),1.3313295,103.79389,Condo,Mid,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2741.5198,Greenery view,South
2,2,667,,1817960,2 Bed Condo for Sale in Royalgreen,2022,999,Condo,Low (5 total),1.3313295,103.79389,Condo,Ground,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2725.5771,Not mentioned,South
2,2,667,,1700000,2 Bed Condo for Sale in Royalgreen,2022,999,Condo,High (5 total),1.3313295,103.79389,Condo,High,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2548.7256,Not mentioned,North
2,2,1442,,2600000,2 Bed Condo for Sale in The Cornwall,2005,999,Condo,,1.3123008,103.80055,Condo,,982,1,.50510186,6.855460462796048,BUKIT TIMAH,CENTRAL REGION,1803.0513,Not mentioned,.
3,3,1109,,2334000,3 Bed Condo for Sale in Mayfair Gardens,2024,99,Condo,High (5 total),1.3384202,103.78178,Condo,High,101,0,.34788027,10.24668903374361,BUKIT TIMAH,CENTRAL REGION,2104.5986,Pool view,.
3,3,1421,,2680000,3 Bed Condo for Sale in Shelford 23,2012,999,Condo,,1.3278707,103.81211,Condo,,989,1,.51623964,7.012990839347183,BUKIT TIMAH,CENTRAL REGION,1885.9957,Not mentioned,.
2,3,1292,,3939170,2 Bed Condo for Sale in 15 Holland Hill,2022,999,Condo,,1.3094316,103.80082,Condo,,999,1,.55679989,6.666821939902167,BUKIT TIMAH,CENTRAL REGION,3048.8933,Not mentioned,.
3,1,979,,650000,HDB Flat for Sale in 3 Queen&#x27;s Road,1974,99,HDB 3 Rooms ,,1.3183334,103.8081,HDB,,51,0,.093966104,6.575456315967273,BUKIT TIMAH,CENTRAL REGION,663.94281,Not mentioned,.
2,2,1173,,2464429,2 Bed Condo for Sale in Parksuites,2023,110,Condo,Mid (4 total),1.3164867,103.78295,Condo,Mid,111,0,.7281515,8.785419317160095,BUKIT TIMAH,CENTRAL REGION,2100.9624,City view,.
1,1,474,,1317000,1 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2778.481,Not mentioned,.
2,2,1421,,1980000,2 Bed Condo for Sale in Hillcrest Arcadia,1980,99,Condo,,1.3347439,103.80898,Condo,,57,0,.95975912,7.821431168885757,BUKIT TIMAH,CENTRAL REGION,1393.3849,Not mentioned,.
1,1,495,,946000,1 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,,1.3300914,103.79677,Condo,,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,1911.1111,Greenery view,.
3,2,980,,2480000,3 Bed Condo for Sale in Royalgreen,2022,999,Condo,,1.3313295,103.79389,Condo,,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2530.6123,Not mentioned,North South
5,4,1259,,3500000,5 Bed Condo for Sale in Royalgreen,2022,999,Condo,,1.3313295,103.79389,Condo,,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2779.9841,Greenery view,.
2,2,786,,1665099,2 Bed Condo for Sale in Parksuites,2023,110,Condo,Mid (4 total),1.3164867,103.78295,Condo,Mid,111,0,.7281515,8.785419317160095,BUKIT TIMAH,CENTRAL REGION,2118.4465,City view,.
2,1,635,,1784100,2 Bed Condo for Sale in Royalgreen,2022,999,Condo,,1.3313295,103.79389,Condo,,999,1,.30414343,8.711461648782398,BUKIT TIMAH,CENTRAL REGION,2809.6062,Greenery view,.
2,2,904,,1630000,2 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,High (9 total),1.3404731,103.76839,Condo,High,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,1803.0973,Greenery view,North
3,2,1830,,1650000,3 Bed Condo for Sale in Sherwood Towers,1980,99,Apartment,,1.3386316,103.77859,,,57,0,.34783131,10.53731500242117,BUKIT TIMAH,CENTRAL REGION,901.63934,Not mentioned,.
4,4,1475,,3600200,4 Bed Condo for Sale in Fourth Avenue Residences,2022,99,Condo,,1.3300914,103.79677,Condo,,99,0,.079335831,8.381156702807596,BUKIT TIMAH,CENTRAL REGION,2440.8135,Not mentioned,.
3,2,980,,1700000,3 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Apartment,,1.3404731,103.76839,,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,1734.6938,City view,.
2,2,990,,1900000,2 Bed Condo for Sale in Casabella,2005,999,Condo,,1.3237953,103.79958,Condo,,982,1,.84205884,7.688930588683899,BUKIT TIMAH,CENTRAL REGION,1919.1919,Not mentioned,North
3,2,1323,,925000,HDB Flat for Sale in 1 Queen&#x27;s Road,1974,99,HDB 5 Rooms ,High,1.3172663,103.80679,HDB,High,51,0,.074140571,6.611267442280894,BUKIT TIMAH,CENTRAL REGION,699.16858,Not mentioned,.
1,1,474,,1200000,1 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2531.6455,Not mentioned,.
2,2,710,,1741500,2 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2452.8169,Sea view,North South
3,2,1163,,850000,HDB Flat for Sale in 11 Toh Yi Drive,1989,99,HDB 4 Rooms ,Top,1.3380026,103.77261,HDB,Top,66,0,.41408372,11.02562709994099,BUKIT TIMAH,CENTRAL REGION,730.86847,Not mentioned,.
3,2,1055,,2400000,3 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,High (12 total),1.3104295,103.8023,Condo,High,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2274.8816,Sea view,South
1,1,495,,998000,1 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,,1.3404731,103.76839,Condo,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,2016.1616,Greenery view,North
3,2,947,,1752000,3 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,,1.3404731,103.76839,Condo,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,1850.0529,Sea view,North South
2,1,614,,1570000,2 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2557.0032,City view,North South
2,2,721,,1484000,2 Bed Condo for Sale in Mayfair Modern,2024,99,Condo,,1.3374646,103.78162,Condo,,101,0,.26425931,10.19292972993734,BUKIT TIMAH,CENTRAL REGION,2058.2524,Greenery view,.
4,3,1916,,2400000,4 Bed Condo for Sale in Lutheran Towers,1974,103,Apartment,,1.3215395,103.8123,,,55,0,.31769162,6.479157719698353,BUKIT TIMAH,CENTRAL REGION,1252.6096,Not mentioned,.
2,2,775,,1608888,2 Bed Condo for Sale in One Duchess,2018,999,Condo,Low (5 total),1.3248335,103.80838,Condo,Ground,995,1,.084946841,7.044637704268474,BUKIT TIMAH,CENTRAL REGION,2075.9846,Pool view,.
2,1,474,,950000,2 Bed Condo for Sale in Forett @ Bukit Timah,2024,999,Condo,,1.3404731,103.76839,Condo,,1001,1,.79574573,11.56620682384635,BUKIT TIMAH,CENTRAL REGION,2004.2194,Not mentioned,.
3,3,1356,,4022000,3 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2966.0767,Not mentioned,.
3,2,1119,,745000,HDB Flat for Sale in 13 Toh Yi Drive,1988,99,HDB 4 Rooms ,Low,1.3387458,103.77244,HDB,Ground,65,0,.39462036,11.08916664166562,BUKIT TIMAH,CENTRAL REGION,665.77301,Not mentioned,.
3,4,1798,,5288650,3 Bed Condo for Sale in 15 Holland Hill,2022,999,Condo,,1.3094316,103.80082,Condo,,999,1,.55679989,6.666821939902167,BUKIT TIMAH,CENTRAL REGION,2941.4072,Not mentioned,.
1,1,581,,1128180,1 Bed Condo for Sale in Parksuites,2023,110,Condo,Mid (4 total),1.3164867,103.78295,Condo,Mid,111,0,.7281515,8.785419317160095,BUKIT TIMAH,CENTRAL REGION,1941.79,Not mentioned,.
2,2,700,,1550000,2 Bed Condo for Sale in Mayfair Modern,2024,99,Condo,Mid (8 total),1.3374646,103.78162,Condo,Mid,101,0,.26425931,10.19292972993734,BUKIT TIMAH,CENTRAL REGION,2214.2856,Pool view,.
2,2,786,,1607000,2 Bed Condo for Sale in Mayfair Gardens,2024,99,Condo,High (5 total),1.3384202,103.78178,Condo,High,101,0,.34788027,10.24668903374361,BUKIT TIMAH,CENTRAL REGION,2044.5293,City view,.
1,1,506,,1280000,1 Bed Condo for Sale in Mayfair Gardens,2024,99,Condo,,1.3384202,103.78178,Condo,,101,0,.34788027,10.24668903374361,BUKIT TIMAH,CENTRAL REGION,2529.6443,Greenery view,.
2,1,570,,1510300,2 Bed Condo for Sale in Hyll on Holland,2025,999,Condo,,1.3104295,103.8023,Condo,,1002,1,.69076461,6.581276322548582,BUKIT TIMAH,CENTRAL REGION,2649.6492,Pool view,.
3,2,958,,2515000,3 Bed Condo for Sale in Leedon Green,2023,999,Condo,,1.3125193,103.80321,Condo,,1000,1,.72537947,6.620139824790762,BUKIT TIMAH,CENTRAL REGION,2625.261,Not mentioned,.
4,2,1916,,2400000,4 Bed Condo for Sale in Lutheran Towers,1974,103,Condo,,1.3215395,103.8123,Condo,,55,0,.31769162,6.479157719698353,BUKIT TIMAH,CENTRAL REGION,1252.6096,Not mentioned,.
