Beds,Bathrooms,LivingArea,PlotArea,AskPrice,Description,BuiltYear,Tenure,Property,FloorLevel,Latitude,Longitude,PropertyType,Floor,LeaseYearsLeft,Freehold,DistanceMRT,DistanceCBD,PlanningArea,Region,PriceSqft,Overlooking,Facing
3,2,915,,2180000,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2382.5137,Greenery view,.
3,3,1603,,3800000,3 Bed Condo for Sale in Tanglin Park,1988,999,Condo,,1.2997741,103.81619,Condo,,965,1,1.143713,4.651986673935024,TANGLIN,CENTRAL REGION,2370.5552,Not mentioned,.
2,2,829,,2050000,2 Bed Condo for Sale in Robin Residences,2016,999,Condo,,1.318917,103.8282,Condo,,993,1,.32268143,5.152933511431285,TANGLIN,CENTRAL REGION,2472.8589,Not mentioned,East
2,2,646,,1538000,2 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,,1.3130616,103.80465,Condo,,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2380.8049,Not mentioned,.
2,2,732,,1750000,2 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,,1.3130616,103.80465,Condo,,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2390.7104,Sea view,South
3,2,1055,,3600000,3 Bed Condo for Sale in 19 Nassim,2024,99,Condo,,1.3065635,103.82133,Condo,,101,0,1.2125115,4.610552773422799,TANGLIN,CENTRAL REGION,3412.3223,Greenery view,.
2,2,753,,2500000,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3320.0532,Not mentioned,.
4,4,1496,,4380000,4 Bed Condo for Sale in Sloane Residences,2022,999,Condo,High,1.3156888,103.83232,Condo,High,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2927.8074,Greenery view,.
2,1,549,,1636600,2 Bed Condo for Sale in Jervois Prive,2023,999,Condo,,1.2949162,103.81827,Condo,,1000,1,.61097306,4.205294988973922,TANGLIN,CENTRAL REGION,2981.0564,Not mentioned,.
2,2,861,,1720000,2 Bed Condo for Sale in The Princeton,1999,999,Condo,High (20 total),1.3166502,103.83272,Condo,High,976,1,.70026124,4.682882285695572,TANGLIN,CENTRAL REGION,1997.6771,City view,.
3,2,840,,2190000,3 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,Low,1.3130616,103.80465,Condo,Ground,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2607.1428,Not mentioned,North
3,3,1249,,3233300,3 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2588.7109,Greenery view,.
1,1,549,,1419000,1 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2584.6995,Sea view,North South
3,2,1044,,3000000,3 Bed Condo for Sale in Petit Jervois,2022,999,Condo,,1.2929986,103.82312,Condo,,999,1,.75973707,3.625835794819078,TANGLIN,CENTRAL REGION,2873.5632,Pool view,.
3,3,1296,,3395000,3 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2619.5989,Greenery view,.
2,1,592,,1538000,2 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2597.9729,Not mentioned,.
3,2,1335,,3150000,3 Bed Condo for Sale in Tanglin Park,1988,999,Condo,,1.2997741,103.81619,Condo,,965,1,1.143713,4.651986673935024,TANGLIN,CENTRAL REGION,2359.5505,Not mentioned,.
3,3,1300,,3499000,3 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,2691.5386,Not mentioned,.
3,2,1249,,3500000,3 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2802.2417,Not mentioned,.
1,1,495,,1415000,1 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2858.5859,Greenery view,.
3,2,1044,,2929000,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,High (12 total),1.3164821,103.8299,Condo,High,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2805.5557,City view,South
2,2,840,,2888000,2 Bed Condo for Sale in Cluny Park Residence,2016,999,Condo,,1.3219361,103.81387,Condo,,993,1,.13977818,6.390989971007556,TANGLIN,CENTRAL REGION,3438.0952,Not mentioned,.
1,1,818,,1599999,1 Bed Condo for Sale in Valley Park,1997,999,Condo,,1.2933984,103.82846,Condo,,974,1,.785375,3.116310237394905,TANGLIN,CENTRAL REGION,1955.989,Not mentioned,.
3,3,1561,,5863000,3 Bed Condo for Sale in Dalvey Haus,2022,999,Condo,Mid (4 total),1.3163763,103.82537,Condo,Mid,999,1,.44079646,5.099025638083059,TANGLIN,CENTRAL REGION,3755.9258,City view,.
3,2,1109,,3000200,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2705.3201,Not mentioned,.
2,2,797,,2500000,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,Low (24 total),1.3172623,103.83292,Condo,Ground,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3136.7629,Greenery view,North
0,1,409,,1100000,Studio Condo for Sale in Robin Residences,2016,999,Condo,,1.318917,103.8282,Condo,,993,1,.32268143,5.152933511431285,TANGLIN,CENTRAL REGION,2689.4866,Not mentioned,.
2,2,743,,2412000,2 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,3246.2988,Sea view,North South
3,1,979,,620000,HDB Flat for Sale in 6 Farrer Road,1974,99,HDB ,,1.3173198,103.80806,HDB,,51,0,.02176418,6.505913483009319,TANGLIN,CENTRAL REGION,633.29926,Not mentioned,.
3,3,1755,,3500000,3 Bed Condo for Sale in Botanic Gardens Mansion,1970,999,Apartment,,1.3080469,103.81964,,,947,1,1.4326042,4.859776060283412,TANGLIN,CENTRAL REGION,1994.302,Not mentioned,.
2,1,764,,1694002,2 Bed Condo for Sale in M5,2017,999,Apartment,,1.2956666,103.82886,,,994,1,.90759885,3.21131479697869,TANGLIN,CENTRAL REGION,2217.28,Not mentioned,.
4,4,1572,,4647000,4 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2956.1069,Not mentioned,.
1,1,495,,1415000,1 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2858.5859,Not mentioned,.
3,2,958,,2640000,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2755.7412,Not mentioned,.
2,1,581,,1624500,2 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2796.0413,Sea view,North South
3,2,1345,,890000,HDB Flat for Sale in 5 Farrer Road,1974,99,HDB 5 Rooms ,,1.3165599,103.80729,HDB,,51,0,.11025081,6.518487670191775,TANGLIN,CENTRAL REGION,661.71002,Not mentioned,.
2,2,646,,1540000,2 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,High,1.3130616,103.80465,Condo,High,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2383.9009,Sea view,South
5,1,1808,,5148000,5 Bed Condo for Sale in Jervois Mansion,2026,999,Condo,,1.2932553,103.8242,Condo,,1003,1,.84627056,3.529422180995985,TANGLIN,CENTRAL REGION,2847.3452,Not mentioned,.
1,2,904,,1480000,1 Bed Condo for Sale in Loft @ Nathan,2014,999,Condo,,1.2945032,103.8276,Condo,,991,1,.90028828,3.260738946009147,TANGLIN,CENTRAL REGION,1637.1681,Not mentioned,.
3,2,947,,2680000,3 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2829.9895,Not mentioned,.
1,1,570,,1833800,1 Bed Condo for Sale in 19 Nassim,2024,99,Condo,,1.3065635,103.82133,Condo,,101,0,1.2125115,4.610552773422799,TANGLIN,CENTRAL REGION,3217.1929,Not mentioned,.
2,2,743,,2550000,2 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,3432.0322,Sea view,North South
2,2,1119,,2500000,2 Bed Condo for Sale in Tanglin Park,1988,999,Condo,,1.2997741,103.81619,Condo,,965,1,1.143713,4.651986673935024,TANGLIN,CENTRAL REGION,2234.1377,Not mentioned,.
2,2,969,,3618000,2 Bed Condo for Sale in 19 Nassim,2024,99,Condo,,1.3065635,103.82133,Condo,,101,0,1.2125115,4.610552773422799,TANGLIN,CENTRAL REGION,3733.7461,Greenery view,.
2,1,592,,1380000,2 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2331.0811,Greenery view,.
4,3,1970,,5700000,4 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2893.4011,Not mentioned,.
3,2,979,,600000,HDB Flat for Sale in 6 Farrer Road,1974,99,HDB 4 Rooms ,,1.3173198,103.80806,HDB,,51,0,.02176418,6.505913483009319,TANGLIN,CENTRAL REGION,612.8703,Not mentioned,.
1,1,377,,968000,1 Bed Condo for Sale in Loft @ Stevens,2014,999,Condo,High (5 total),1.3178425,103.82621,Condo,High,991,1,.28366277,5.175934412973683,TANGLIN,CENTRAL REGION,2567.6392,Greenery view,.
2,1,538,,1048000,2 Bed Condo for Sale in Rv Suites,2012,999,Apartment,,1.2956052,103.82941,,,989,1,.890912,3.156971956395172,TANGLIN,CENTRAL REGION,1947.9554,Not mentioned,.
3,1,979,,620000,HDB Flat for Sale in 6 Farrer Road,1974,99,HDB 4 Rooms ,,1.3173198,103.80806,HDB,,51,0,.02176418,6.505913483009319,TANGLIN,CENTRAL REGION,633.29926,Not mentioned,.
2,2,732,,1793400,2 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,,1.3130616,103.80465,Condo,,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2450,Not mentioned,.
3,3,1227,,3779000,3 Bed Condo for Sale in Perfect Ten,2025,999,Condo,High (24 total),1.3172623,103.83292,Condo,High,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3079.8696,City view,.
4,4,1496,,3999000,4 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2673.1284,Greenery view,.
2,2,678,,1550000,2 Bed Condo for Sale in RV Residences,2014,999,Condo,,1.2943411,103.82844,Condo,,991,1,.88845342,3.171476062386292,TANGLIN,CENTRAL REGION,2286.1357,Greenery view,North West
1,1,1163,,1650000,1 Bed Condo for Sale in Stevens Loft,2003,999,Apartment,,1.3179326,103.82649,,,980,1,.28241318,5.166264887786579,TANGLIN,CENTRAL REGION,1418.7446,Not mentioned,.
3,3,1572,,3200000,3 Bed Condo for Sale in Balmoral Gate,1994,999,Condo,Low (57 total),1.3171149,103.83435,Condo,Ground,971,1,.58060139,4.645102230599184,TANGLIN,CENTRAL REGION,2035.6234,Not mentioned,.
2,2,893,,1850000,2 Bed Condo for Sale in The Montana,2002,999,Condo,,1.2959622,103.82905,Condo,,979,1,.86912739,3.212242039266302,TANGLIN,CENTRAL REGION,2071.6685,Not mentioned,.
3,3,1227,,3900000,3 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3178.4841,Not mentioned,.
4,5,1572,,4652000,4 Bed Condo for Sale in The Hyde,2022,999,Condo,Low (12 total),1.3143263,103.83106,Condo,Ground,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2959.2876,Greenery view,.
2,2,969,,1880000,2 Bed Condo for Sale in Rv Edge,2013,999,Condo,High (7 total),1.2948838,103.82809,Condo,High,990,1,.94457471,3.236200963211512,TANGLIN,CENTRAL REGION,1940.1445,Not mentioned,.
1,1,604,,1600000,1 Bed Condo for Sale in St. Martin Residence,2001,999,Condo,,1.3064958,103.8242,Condo,,978,1,.89870679,4.368007231300917,TANGLIN,CENTRAL REGION,2649.0066,Greenery view,.
1,1,560,,1050000,1 Bed Condo for Sale in Shanghai One,2007,999,Condo,Low (12 total),1.2948481,103.82755,Condo,Ground,984,1,.93836868,3.285484582652784,TANGLIN,CENTRAL REGION,1875,Greenery view,.
4,4,1496,,3933300,4 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2629.2112,Greenery view,.
2,1,979,,600000,HDB Flat for Sale in 6 Farrer Road,1974,99,HDB 4 Rooms ,Low,1.3173198,103.80806,HDB,Ground,51,0,.02176418,6.505913483009319,TANGLIN,CENTRAL REGION,612.8703,Not mentioned,.
3,3,1249,,3490000,3 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2794.2354,Not mentioned,South West
2,1,678,,1897000,2 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2797.9351,Not mentioned,.
1,1,495,,1380000,1 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2787.8789,Sea view,North West
1,1,441,,1280000,1 Bed Condo for Sale in Robin Suites,2015,999,Apartment,,1.3176917,103.82877,,,992,1,.45244977,5.004786067951204,TANGLIN,CENTRAL REGION,2902.4944,Not mentioned,.
3,2,732,,1680000,3 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,,1.3130616,103.80465,Condo,,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2295.082,Not mentioned,.
2,2,818,,2509000,2 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,3067.2371,Greenery view,South East
3,3,1109,,2992500,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2698.377,Sea view,North South
3,2,1324,,888000,HDB Flat for Sale in 5 Farrer Road,1974,99,HDB 5 Rooms ,High,1.3165599,103.80729,HDB,High,51,0,.11025081,6.518487670191775,TANGLIN,CENTRAL REGION,670.69489,Not mentioned,North South
1,1,570,,2025000,1 Bed Condo for Sale in 19 Nassim,2024,99,Condo,,1.3065635,103.82133,Condo,,101,0,1.2125115,4.610552773422799,TANGLIN,CENTRAL REGION,3552.6316,Not mentioned,.
2,1,646,,2209000,2 Bed Condo for Sale in 19 Nassim,2024,99,Condo,,1.3065635,103.82133,Condo,,101,0,1.2125115,4.610552773422799,TANGLIN,CENTRAL REGION,3419.5046,Not mentioned,.
2,2,753,,2349000,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,High (24 total),1.3172623,103.83292,Condo,High,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3119.522,City view,.
1,1,549,,1582200,1 Bed Condo for Sale in Jervois Prive,2023,999,Condo,,1.2949162,103.81827,Condo,,1000,1,.61097306,4.205294988973922,TANGLIN,CENTRAL REGION,2881.9673,Not mentioned,.
3,3,1561,,5551000,3 Bed Condo for Sale in Dalvey Haus,2022,999,Condo,Low (4 total),1.3163763,103.82537,Condo,Ground,999,1,.44079646,5.099025638083059,TANGLIN,CENTRAL REGION,3556.0537,City view,South
3,2,1249,,3543800,3 Bed Condo for Sale in Sloane Residences,2022,999,Condo,Mid,1.3156888,103.83232,Condo,Mid,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2837.3098,Pool view,.
4,4,1270,,3430000,4 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,,1.3130616,103.80465,Condo,,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2700.7874,Not mentioned,.
2,2,753,,2349360,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3120,Not mentioned,.
2,2,786,,2500000,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3180.6616,Not mentioned,.
3,2,1249,,3580000,3 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2866.293,Not mentioned,.
3,2,1281,,4099000,3 Bed Condo for Sale in Perfect Ten,2025,999,Condo,Low (24 total),1.3172623,103.83292,Condo,Ground,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3199.8438,Greenery view,North
4,4,1970,,5795000,4 Bed Condo for Sale in Juniper Hill,2022,999,Condo,Top (12 total),1.3164821,103.8299,Condo,Top,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2941.6243,Not mentioned,.
4,4,1572,,4588000,4 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2918.575,Not mentioned,.
2,1,463,,1260000,2 Bed Condo for Sale in Robin Suites,2015,999,Condo,High (21 total),1.3176917,103.82877,Condo,High,992,1,.45244977,5.004786067951204,TANGLIN,CENTRAL REGION,2721.3823,Greenery view,.
1,1,565,,1028000,1 Bed Condo for Sale in Shanghai One,2007,999,Condo,,1.2948481,103.82755,Condo,,984,1,.93836868,3.285484582652784,TANGLIN,CENTRAL REGION,1819.469,Greenery view,.
4,3,1162,,2780000,4 Bed Condo for Sale in RV Residences,2014,999,Condo,Top (7 total),1.2943411,103.82844,Condo,Top,991,1,.88845342,3.171476062386292,TANGLIN,CENTRAL REGION,2392.4268,City view,South East
2,1,678,,2078000,2 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,3064.8967,Not mentioned,.
2,2,731,,1723800,2 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,,1.3130616,103.80465,Condo,,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2358.1396,Not mentioned,.
4,3,1572,,4752000,4 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,3022.9009,Not mentioned,.
3,2,1701,,3146850,3 Bed Condo for Sale in D&#x27;dalvey,2005,999,Condo,Penthouse (4 total),1.3212045,103.82156,Condo,Top,982,1,.46728522,5.780332822086923,TANGLIN,CENTRAL REGION,1850,City view,North
1,1,495,,1485000,1 Bed Condo for Sale in The Hyde,2022,999,Condo,Mid (12 total),1.3143263,103.83106,Condo,Mid,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,3000,Pool view,.
3,3,1249,,3883000,3 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,3108.8872,Not mentioned,.
4,4,1572,,4928000,4 Bed Condo for Sale in The Hyde,2022,999,Condo,High (12 total),1.3143263,103.83106,Condo,High,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,3134.8601,Not mentioned,.
2,1,678,,2057000,2 Bed Condo for Sale in The Hyde,2022,999,Condo,High (12 total),1.3143263,103.83106,Condo,High,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,3033.9233,Greenery view,.
3,2,915,,2333000,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,High (12 total),1.3164821,103.8299,Condo,High,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2549.7268,Greenery view,.
3,2,840,,2170000,3 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,High,1.3130616,103.80465,Condo,High,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2583.3333,Sea view,South
3,3,1109,,2929000,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,,1.3164821,103.8299,Condo,,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2641.1182,Not mentioned,.
3,2,1603,,3800000,3 Bed Condo for Sale in Tanglin Park,1988,999,Condo,,1.2997741,103.81619,Condo,,965,1,1.143713,4.651986673935024,TANGLIN,CENTRAL REGION,2370.5552,Not mentioned,.
2,1,517,,999000,2 Bed Condo for Sale in Stellar Rv,2015,999,Condo,,1.2951046,103.82851,Condo,,992,1,.97329515,3.209055629028089,TANGLIN,CENTRAL REGION,1932.3018,Not mentioned,.
1,1,495,,1280000,1 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2585.8586,Not mentioned,.
3,3,1410,,5301000,3 Bed Condo for Sale in 19 Nassim,2024,99,Condo,,1.3065635,103.82133,Condo,,101,0,1.2125115,4.610552773422799,TANGLIN,CENTRAL REGION,3759.5745,Greenery view,.
4,4,1270,,3372000,4 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,High,1.3130616,103.80465,Condo,High,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2655.1182,Greenery view,.
3,2,915,,2390000,3 Bed Condo for Sale in Juniper Hill,2022,999,Condo,Mid (12 total),1.3164821,103.8299,Condo,Mid,999,1,.63519692,4.824725211601927,TANGLIN,CENTRAL REGION,2612.022,Greenery view,.
1,1,570,,2025000,1 Bed Condo for Sale in 19 Nassim,2024,99,Condo,,1.3065635,103.82133,Condo,,101,0,1.2125115,4.610552773422799,TANGLIN,CENTRAL REGION,3552.6316,Greenery view,.
3,2,840,,2152000,3 Bed Condo for Sale in Wilshire Residences,2023,999,Condo,,1.3130616,103.80465,Condo,,1000,1,.58262283,6.521039792949574,TANGLIN,CENTRAL REGION,2561.9048,Not mentioned,.
3,2,1322,,900000,HDB Flat for Sale in 5 Farrer Road,1974,99,HDB 5 Rooms ,Low,1.3165599,103.80729,HDB,Ground,51,0,.11025081,6.518487670191775,TANGLIN,CENTRAL REGION,680.78668,Not mentioned,.
1,1,700,,1800000,1 Bed Condo for Sale in Spanish Village,1987,999,Condo,,1.3145803,103.80582,Condo,,964,1,.37224281,6.513584001278898,TANGLIN,CENTRAL REGION,2571.4285,Not mentioned,.
3,1,979,,560000,HDB Flat for Sale in 6 Farrer Road,1974,99,HDB ,,1.3173198,103.80806,HDB,,51,0,.02176418,6.505913483009319,TANGLIN,CENTRAL REGION,572.01227,Not mentioned,.
3,3,1679,,3890000,3 Bed Condo for Sale in Tanglin Park,1988,999,Condo,,1.2997741,103.81619,Condo,,965,1,1.143713,4.651986673935024,TANGLIN,CENTRAL REGION,2316.8552,Not mentioned,South
2,2,800,,1899800,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,2374.75,Not mentioned,.
2,2,786,,2435000,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,Mid (24 total),1.3172623,103.83292,Condo,Mid,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3097.9644,Greenery view,.
3,2,1249,,3488000,3 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,2792.634,Not mentioned,.
1,1,420,,880000,1 Bed Condo for Sale in Rv Edge,2013,999,Condo,High (7 total),1.2948838,103.82809,Condo,High,990,1,.94457471,3.236200963211512,TANGLIN,CENTRAL REGION,2095.238,Not mentioned,.
4,3,1980,,4800000,4 Bed Condo for Sale in Tanglin Park,1988,999,Condo,High,1.2997741,103.81619,Condo,High,965,1,1.143713,4.651986673935024,TANGLIN,CENTRAL REGION,2424.2424,Not mentioned,.
2,2,1109,,2298888,2 Bed Condo for Sale in Valley Park,1997,999,Condo,Low (20 total),1.2933984,103.82846,Condo,Ground,974,1,.785375,3.116310237394905,TANGLIN,CENTRAL REGION,2072.9377,Pool view,South East
3,2,1755,,4150000,3 Bed Condo for Sale in Botanic Gardens View,1970,999,Apartment,,1.3086699,103.81931,,,947,1,1.47341,4.933071180975987,TANGLIN,CENTRAL REGION,2364.6724,Not mentioned,.
3,2,1227,,3900000,3 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3178.4841,Pool view,.
2,1,678,,1807000,2 Bed Condo for Sale in The Hyde,2022,999,Condo,,1.3143263,103.83106,Condo,,999,1,.78276974,4.553716890626625,TANGLIN,CENTRAL REGION,2665.1917,Not mentioned,.
4,4,1496,,4600000,4 Bed Condo for Sale in Sloane Residences,2022,999,Condo,,1.3156888,103.83232,Condo,,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,3074.8662,Pool view,.
2,2,797,,2600737,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3263.1582,Not mentioned,North
2,2,800,,2500000,2 Bed Condo for Sale in Perfect Ten,2025,999,Condo,,1.3172623,103.83292,Condo,,1002,1,.71602172,4.731746745385602,TANGLIN,CENTRAL REGION,3125,Not mentioned,.
3,1,979,,600000,HDB Flat for Sale in 6 Farrer Road,1974,99,HDB ,,1.3173198,103.80806,HDB,,51,0,.02176418,6.505913483009319,TANGLIN,CENTRAL REGION,612.8703,Not mentioned,.
2,2,743,,2412000,2 Bed Condo for Sale in Sloane Residences,2022,999,Condo,High,1.3156888,103.83232,Condo,High,999,1,.69756842,4.611355054783966,TANGLIN,CENTRAL REGION,3246.2988,Greenery view,South
2,2,743,,2200000,2 Bed Condo for Sale in Petit Jervois,2022,999,Apartment,,1.2929986,103.82312,,,999,1,.75973707,3.625835794819078,TANGLIN,CENTRAL REGION,2960.969,Not mentioned,.
3,3,1346,,3080000,3 Bed Condo for Sale in Jewel Of Balmoral,2000,999,Condo,,1.3158853,103.82748,Condo,,977,1,.53321064,4.917310400211591,TANGLIN,CENTRAL REGION,2288.2615,City view,.
